true_count,1,4,8
0,-0.004922665437771926,-0.0987254848629561,-0.1945690328394726
1,-0.15332125705690902,0.026286338082618897,-0.0997225395097684
2,-0.29345368771791225,-0.2696597974533751,-0.1154816549845468
